temperature,humidity,smoke,gas,warning_level
22.7,50.0,0.0204296036801743,0.0049617001243181,0
19.799999237060547,75.80000305175781,0.0161349315996368,0.0036558869249676,0
24.8,52.44,415.0,1186.0,4
18.899999618530277,73.4000015258789,0.0170240457691165,0.0039186823961199,0
18.799999237060547,76.5999984741211,0.0204141792884089,0.0049568527769048,0
22.7,50.1,0.0213463089963103,0.0052517021049629,0
22.1,51.3,0.0226603084471823,0.0056737919966317,0
19.100000381469727,74.30000305175781,0.0119303264571011,0.0024735163023208,0
21.9,53.2,0.0233647109834155,0.0059030733797276,0
23.600000381469727,61.900001525878906,0.0185175694383857,0.0043692088037977,0
19.0,76.5999984741211,0.0197674919400973,0.0047545979303282,0
23.17,55.81,685.0,906.0,4
19.299999237060547,75.19999694824219,0.0139918710792272,0.0030401715288277,0
21.3,49.4,0.0237230281561714,0.0060204911949504,0
23.1,49.4,0.0211026330546799,0.0051742502083657,0
25.5,71.19999694824219,0.0174206947339584,0.0040372414796409,0
27.399999618530277,71.5999984741211,0.0184269059272954,0.0043415449971564,0
23.600000381469727,61.79999923706055,0.0184269059272954,0.0043415449971564,0
25.600000381469727,60.0,0.018920178763772,0.0044925351230857,0
22.1,51.7,0.0210310983535023,0.005151562816128,0
22.2,51.8,0.0200766477407693,0.0048510490887035,0
25.799999237060547,58.400001525878906,0.0175917499283839,0.0040886167952559,0
22.7,51.4,0.0203124196637777,0.0049249003022035,0
19.200000762939453,76.5,0.0170240457691165,0.0039186823961199,0
19.200000762939453,74.80000305175781,0.0120312825089417,0.0025006374216621,0
20.84,51.81,400.0,215.0,3
22.6,51.1,0.0205850642879159,0.0050106159685174,0
27.399999618530277,57.20000076293945,0.0179857127558547,0.0042074990028892,0
21.9,51.5,0.0238125952382065,0.0060499235380261,0
19.899999618530277,75.30000305175781,0.0081285971574016,0.0015054531626626,0
21.7,50.1,0.0212627965760067,0.0052251284094159,0
24.600000381469727,55.400001525878906,0.0169910567132818,0.0039088581983105,0
21.7,52.8,0.0238065522842938,0.0060479367570698,0
22.1,51.5,0.0198077219978969,0.0047671240495326,0
23.1,49.5,0.0204252093285644,0.0049603190234582,0
25.600000381469727,58.0,0.0190214949473622,0.0045236924553394,0
19.0,74.19999694824219,0.0140228289895408,0.003048879337994,0
19.600000381469727,75.4000015258789,0.0124454191086939,0.0026125893477881,0
21.9,54.1,0.0225673098542559,0.0056436761354817,0
19.0,78.0999984741211,0.0123403138596551,0.0025840713517823,0
21.6,54.6,0.0244510701243578,0.0062606694486971,0
-16.479,49.19,400.0,1318.0,4
21.6,51.2,0.0221973538005131,0.0055242350199946,0
16.189,46.61,400.0,60.0,3
19.899999618530277,76.9000015258789,0.0156944937212927,0.0035272618088988,0
23.299999237060547,63.900001525878906,0.0211330781089399,0.005183912794781,0
21.4,52.0,0.0200810367015512,0.0048524215303587,0
19.600000381469727,75.69999694824219,0.0164367444466377,0.003744628049894,0
22.6,53.6,0.0227426126477297,0.0057004750216627,0
23.600000381469727,76.19999694824219,0.0163769315560277,0.0037270030646295,0
19.299999237060547,72.9000015258789,0.0191929091434447,0.004576517870463,0
28.200000762939453,48.900001525878906,0.0181099375964697,0.0042451449959396,1
19.600000381469727,75.5,0.0124454191086939,0.0026125893477881,0
24.69,52.76,442.0,1117.0,4
24.899999618530277,60.400001525878906,0.0175917499283839,0.0040886167952559,0
11.8,56.11,400.0,6.0,3
19.799999237060547,76.19999694824219,0.0124454191086939,0.0026125893477881,0
22.2,54.4,0.020443038272213,0.0049659230243843,0
22.7,50.3,0.0240729795284847,0.0061356722714422,0
21.8,51.8,0.0208691301822603,0.0051002781600175,0
21.9,51.4,0.0210402586167268,0.0051544667489962,0
21.6,50.8,0.02076574730783,0.0050676047092984,0
23.700000762939453,78.5999984741211,0.0162824933996258,0.0036992136417477,0
22.3,49.2,0.0243884301202013,0.0062399210447949,0
19.0,74.69999694824219,0.0277080298888948,0.0073604001600685,0
-8.585,52.49,400.0,104.0,3
22.0,52.8,0.0232897187988309,0.0058785656918586,0
19.5,75.80000305175781,0.0178508507410542,0.0041667159467592,0
22.6,52.4,0.0202629754051455,0.0049093918009123,0
19.700000762939453,75.5999984741211,0.0129353991942072,0.0027464639649043,0
22.6,46.6,0.0203391931149321,0.0049333025995346,0
21.01,55.61,400.0,24.0,3
23.1,47.4,0.0216652562378332,0.0053534721106294,0
22.2,51.5,0.0232320223423042,0.0058597260912831,0
22.5,50.1,0.0208549926618293,0.0050958072776398,0
19.0,72.9000015258789,0.0214654926140856,0.0052896793618264,0
30.0,52.900001525878906,0.0165468817796689,0.0037771314105486,1
25.399999618530277,71.5999984741211,0.0171550018552406,0.003957736516578,0
23.6,47.7,0.0207891053067316,0.0050749826706152,0
18.899999618530277,73.4000015258789,0.0202623892665545,0.0049092080215655,0
25.100000381469727,55.400001525878906,0.0169574385797155,0.0038988524300239,0
28.799999237060547,62.70000076293945,0.0178934841872677,0.0041795987862793,1
22.700000762939453,59.400001525878906,0.0180352805174369,0.0042225112359983,0
21.8,51.4,0.0209117837333069,0.0051137724152285,0
23.899999618530277,59.29999923706055,0.0193658638708699,0.0046299588593069,0
22.5,53.3,0.0236992912833998,0.0060126965715161,0
22.8,46.5,0.0228256371269035,0.0057274203513984,0
21.414,55.32,410.0,8.0,4
19.299999237060547,76.80000305175781,0.0175145124020503,0.0040654007260613,0
24.18,53.7,609.0,1074.0,4
23.4,49.4,0.0209686903086856,0.0051317884901967,0
20.0,77.9000015258789,0.0170240457691165,0.0039186823961199,0
21.8,51.7,0.0200371354486201,0.0048386974470605,0
22.6,51.0,0.0231862211918719,0.0058447804533447,0
21.9,53.2,0.0202629754051455,0.0049093918009123,0
12.988,52.14,400.0,1109.0,4
26.200000762939453,59.79999923706055,0.0191580037257365,0.0045657496302113,0
23.2,47.7,0.0219308053327551,0.0054385408825416,0
21.8,52.4,0.02396342934273,0.0060995622177637,0
19.97,52.87,400.0,165.0,3
19.700000762939453,74.9000015258789,0.010439915541025,0.0020811996567635,0
18.5,73.30000305175781,0.0307917506149322,0.0084374108786935,0
25.142,55.81,400.0,0.0,3
-0.807,50.86,682.0,875.0,4
19.600000381469727,78.19999694824219,0.0073567568453341,0.0013231045634163,0
24.55,53.52,406.0,1203.0,4
22.2,49.6,0.0237886248649041,0.0060420435165178,0
26.22,46.8,459.0,198.0,4
21.9,51.9,0.0209401796547927,0.005122760491131,0
20.0,78.0,0.0169046113022483,0.0038831412292531,0
24.799999237060547,55.400001525878906,0.0170416328825074,0.003923922158217,0
22.7,51.5,0.0205804380612568,0.0050091587482508,0
21.7,50.4,0.0233067932298038,0.005884143633185,0
25.600000381469727,62.5,0.0174440934990321,0.0040442604223947,0
22.799999237060547,59.5,0.0182990061331983,0.0043025874823535,0
21.9,50.9,0.0208266660216359,0.0050868518775239,0
23.5,90.5999984741211,0.0178934841872677,0.0041795987862793,0
23.4,48.8,0.0252532459156972,0.0065277489792359,0
21.6,53.5,0.0198636166008352,0.0047845399375022,0
-1.093,54.55,707.0,954.0,4
19.700000762939453,75.30000305175781,0.0178508507410542,0.0041667159467592,0
27.600000381469727,57.0,0.0184269059272954,0.0043415449971564,0
19.100000381469727,75.9000015258789,0.0171856950605301,0.0039669026530223,0
22.1,53.6,0.0237707135231056,0.0060361568654572,0
22.9,51.7,0.0207237205998945,0.0050543361136371,0
22.7,50.7,0.0236459476344406,0.0059951881677386,0
26.5,49.9,400.0,1157.0,4
23.799999237060547,59.400001525878906,0.0191580037257365,0.0045657496302113,0
-21.775,52.8,402.0,1285.0,4
22.8,50.7,0.0233010348094289,0.0058822623157222,0
22.5,50.4,0.0232492850637398,0.0058653614396277,0
21.7,51.9,0.021341371501075,0.00525013013962,0
22.2,51.9,0.023818681573338,0.0060519247316024,0
19.0,73.19999694824219,0.0201619425490552,0.0048777368292871,0
26.08,48.05,434.0,173.0,4
19.799999237060547,76.4000015258789,0.0164367444466377,0.003744628049894,0
